STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT
723240,13882,20121031,50.2,24,22.8,24,1011.1,24,986.3,24,10,24,5.5,24,12,18.1,62.1,36, 0.00G,999.9,0
723240,13882,20121101,48.6,24,23.6,24,1014.5,24,989.5,24,10,24,4.1,24,9.9,999.9,64,33.1, 0.00G,999.9,0
723240,13882,20121102,55.1,24,37.3,24,1014.5,24,989.7,24,10,24,3.2,24,13,999.9,75,33.1, 0.00G,999.9,0
723240,13882,20121103,55,24,41.1,24,1017.5,24,992.7,24,10,24,1.4,24,6,999.9,77,41, 0.00G,999.9,0
723240,13882,20121104,60.7,24,50.7,24,1016.3,24,991.6,24,9.9,24,4.6,24,13,15,77,41, 0.08G,999.9,10000
723240,13882,20121105,46.8,24,37,24,1018.9,24,993.9,24,10,24,2.2,24,8,999.9,64.9,36, 0.01G,999.9,100000
723240,13882,20121106,49.8,24,43,24,1015.5,21,990.6,24,9.2,24,3.7,24,8,999.9,62.1,36, 0.31G,999.9,10000
723240,13882,20121107,49.1,24,44.1,24,1014,22,988.9,24,8.6,24,3.7,24,9.9,999.9,53.1,45, 0.21G,999.9,10000
723240,13882,20121108,47.4,24,37.8,24,1021,24,995.8,24,10,24,3.5,24,12,999.9,61,36, 0.13G,999.9,100000
723240,13882,20121109,46.3,24,37.4,24,1024.1,22,999,24,8,24,0,24,999.9,999.9,   66.0*,  33.8*, 0.00G,999.9,100000
723240,13882,20121110,50.3,24,39.8,24,1025.2,21,1000.3,24,8.8,24,0.6,24,6,999.9,71.1,34, 0.00G,999.9,100000
723240,13882,20121111,51.6,24,42.8,24,1026.7,24,1001.5,24,10,24,2.4,24,12,21,71.1,37, 0.00G,999.9,0
723240,13882,20121112,61.3,24,54.2,24,1023.7,20,998.5,24,7.5,24,8.5,24,17.1,27,71.1,37, 0.00G,999.9,10000
723240,13882,20121113,43.9,24,28.9,24,1029.3,24,1003.9,24,10,24,11.5,24,18.1,22.9,64,37, 0.54G,999.9,0
723240,13882,20121114,44.7,24,30.1,24,1028.4,24,1003,24,10,24,5.1,24,8.9,999.9,55,37, 0.00G,999.9,0
723240,13882,20121115,48.9,24,37.3,24,1025.6,24,1000.3,24,10,24,1.5,24,6,999.9,61,37.9, 0.00G,999.9,0
723240,13882,20121116,45.7,24,34.2,24,1026,24,1000.7,24,10,24,2.5,24,9.9,999.9,61,33.1, 0.00G,999.9,0
723240,13882,20121117,45.5,24,33.2,24,1029,24,1003.6,24,10,24,1.8,24,7,999.9,63,32, 0.00G,999.9,0
723240,13882,20121118,45.5,24,33.5,24,1029,24,1003.8,24,8.8,24,1.6,24,8,999.9,64.9,32, 0.00G,999.9,100000
723240,13882,20121119,47.2,24,36.4,24,1026.8,24,1001.5,24,10,24,1,24,8.9,999.9,68,33.1, 0.00G,999.9,0
723240,13882,20121120,51.5,24,40.9,24,1021.7,24,996.6,24,10,24,0.1,24,2.9,999.9,69.1,34, 0.00G,999.9,0
723240,13882,20121121,55.6,24,44.4,24,1020.3,24,995.5,24,10,24,1.6,24,8,999.9,71.1,41, 0.00G,999.9,0
723240,13882,20121122,51.3,24,41.9,24,1022.7,24,997.8,24,9.4,24,1.1,24,7,999.9,71.1,37.9, 0.00G,999.9,100000
723240,13882,20121123,49.6,24,43.2,24,1021,24,995.9,24,10,24,2.2,24,8.9,999.9,69.1,39, 0.00G,999.9,0
723240,13882,20121124,41.7,24,26.8,24,1022.3,24,997,24,10,24,6.5,24,12,15.9,   48.9*,  33.1*, 0.00G,999.9,0
723240,13882,20121125,37.8,24,23.2,24,1021.5,24,996.1,24,10,24,2,24,8,999.9,57,26.1, 0.00G,999.9,0
723240,13882,20121126,46.2,24,28.7,24,1020.9,24,995.7,24,10,24,1.6,24,7,999.9,66.9,26.2, 0.00G,999.9,10000
723240,13882,20121127,50.9,24,45.8,24,1021.6,21,996.2,24,7.3,24,5.1,24,11.1,999.9,66.9,32, 0.39G,999.9,10000
723240,13882,20121128,43.3,24,33.7,24,1028.1,23,1002.7,24,9.9,24,5.5,24,9.9,999.9,52,34, 0.02G,999.9,0
723240,13882,20121129,40.4,24,31.1,24,1029.4,24,1003.9,24,10,24,1,24,5.1,999.9,60.1,28.9, 0.00G,999.9,0
723240,13882,20121130,43.5,24,36.7,24,1027.3,24,1002.1,24,10,24,1.4,24,8.9,999.9,63,29.1, 0.00G,999.9,0
723240,13882,20121201,50.7,24,44.4,24,1026,24,1000.9,24,8.4,24,1.6,24,11.1,15,68,32, 0.00G,999.9,100000
723240,13882,20121202,53.7,24,45.9,24,1025.8,24,1000.7,24,9.9,24,3.1,24,12,15.9,71.1,39, 0.00G,999.9,0
723240,13882,20121203,55.3,24,47,24,1024.7,24,999.7,24,10,24,1.8,24,9.9,15.9,72,41, 0.00G,999.9,100000
723240,13882,20121204,58.7,24,50.2,24,1023.5,24,998.6,24,10,24,2.6,24,9.9,999.9,72,42.1, 0.00G,999.9,10000
723240,13882,20121205,59.6,24,53.6,24,1022.4,21,997.6,24,9.2,24,4,24,13,999.9,71.1,48, 0.23G,999.9,110000
723240,13882,20121206,54.6,24,41,24,1020.7,24,995.8,24,10,24,2.7,24,8,999.9,64,51.1, 0.03G,999.9,10000
723240,13882,20121207,54.3,24,46.4,24,1017.9,24,993.2,24,10,24,1.8,24,6,999.9,64,45, 0.00G,999.9,0
723240,13882,20121208,59.8,24,52.3,24,1015.3,23,990.6,24,10,24,2.8,24,8.9,14,70,50, 0.00G,999.9,0
723240,13882,20121209,63.7,24,58.3,24,1015.7,21,991.3,24,7.6,24,5.1,24,12,18.1,72,54, 0.01G,999.9,0
723240,13882,20121210,61.1,24,56.5,24,1009.7,20,984.8,24,7.4,24,5.1,24,25.1,32.1,72,50, 0.32G,999.9,10010
723240,13882,20121211,39.6,24,32.5,24,1017,22,991.6,24,9.4,24,8,24,14,999.9,64,35.1, 0.60G,999.9,0
723240,13882,20121212,40.5,24,27.4,24,1024.2,24,998.8,24,10,24,8.2,24,15.9,20,51.1,35.1, 0.00G,999.9,0
723240,13882,20121213,40.5,24,29.7,24,1027.2,24,1001.7,24,10,24,2,24,6,999.9,55.9,28.9, 0.00G,999.9,0
723240,13882,20121214,39.7,24,33,24,1026.9,22,1001.8,24,8.8,24,0.4,24,2.9,999.9,57.9,28, 0.00G,999.9,100000
723240,13882,20121215,47.1,24,40.3,24,1021.6,24,996.4,24,10,24,2.4,24,11.1,15.9,59,30.2, 0.00G,999.9,0
723240,13882,20121216,54.8,24,51.5,24,1014.6,17,990,24,6.2,24,3.6,24,8.9,999.9,59,41, 0.18G,999.9,10010
723240,13882,20121217,56.6,24,54.7,24,1008.5,17,983.9,24,7.1,24,4.4,24,9.9,15,62.1,51.1, 1.17G,999.9,10000
723240,13882,20121218,53.3,24,40.6,24,1010.8,23,985.8,24,10,24,6,24,15.9,22,62.1,43, 0.01G,999.9,0
723240,13882,20121219,47.7,24,38.8,24,1016.7,24,991.7,24,10,24,1.3,24,6,999.9,64.9,36, 0.00G,999.9,0
723240,13882,20121220,48.7,24,45,24,1011.9,21,986.3,24,7.7,24,5.4,24,21,29.9,64.9,36, 0.10G,999.9,10000
723240,13882,20121221,39.7,24,22,24,1015.4,24,990.3,24,10,24,13.6,24,18.1,31.1,55.9,34, 0.79G,999.9,0
723240,13882,20121222,37,24,15.7,24,1024.7,24,999.2,24,10,24,4.2,24,11.1,22,50,25, 0.00G,999.9,0
723240,13882,20121223,37.4,24,26.9,24,1021.6,24,996.1,24,10,24,1.3,24,7,999.9,55,26.1, 0.00G,999.9,0
723240,13882,20121224,47.3,24,43.6,24,1014,17,988.5,24,4.1,24,1.4,24,5.1,999.9,   52.0*,  44.1*, 0.61G,999.9,110000
723240,13882,20121225,47.4,24,47.1,24,1014.7,21,989.9,24,0.9,24,3.4,24,8.9,999.9,53.1,43, 0.02G,999.9,110000
723240,13882,20121226,45.5,24,42.1,24,1005.5,16,979.4,24,7,24,9.3,24,18.1,26,54,36, 1.11G,999.9,10000
723240,13882,20121227,35.9,24,28.6,24,1018.8,24,993.5,24,9.4,24,7.7,24,12,21,   37.9*,  35.1*, 0.21G,999.9,0
723240,13882,20121228,36.4,24,30.1,24,1019,24,993.6,24,9.7,24,3.6,24,8.9,999.9,41,32, 0.00G,999.9,10000
723240,13882,20121229,40,24,36.4,24,1014.1,23,988.2,24,7.3,24,5.9,24,11.1,22,43,32, 0.40G,999.9,11000
723240,13882,20121230,34.7,24,22.8,24,1029.1,22,1003.3,24,9.9,24,8.3,24,14,20,43,28, 0.08G,999.9,1000
723240,13882,20121231,35.2,24,26.8,24,1028.2,24,1002.5,24,10,24,1,24,5.1,999.9,48.9,27, 0.00G,999.9,0
723240,13882,20130101,45.2,24,40,24,1018.5,19,993.5,24,5.4,24,2,24,5.1,999.9,48.9,29.1, 0.19G,999.9,10000
723240,13882,20130102,42.4,24,38.7,24,1019.4,23,994,24,8.7,24,6,24,12,999.9,48.9,39, 0.69G,999.9,10000
723240,13882,20130103,39.7,24,30.6,24,1023.9,24,998.3,24,9.9,24,5.3,24,8.9,999.9,46.9,37, 0.00G,999.9,0
723240,13882,20130104,36.1,24,24,24,1029.2,24,1003.6,24,10,24,2.4,24,8,999.9,48.9,26.1, 0.00G,999.9,0
723240,13882,20130105,36.1,24,24.9,24,1028.9,24,1003.2,24,10,24,1.5,24,7,999.9,48.9,26.1, 0.00G,999.9,10000
723240,13882,20130106,42.8,24,37.1,24,1024.5,19,999.1,24,6.6,24,2.8,24,7,999.9,50,26.2, 0.06G,999.9,10000
723240,13882,20130107,39.9,24,29.4,24,1027.6,24,1002.1,24,10,24,4.7,24,15,999.9,52,27, 0.05G,999.9,0
723240,13882,20130108,39,24,32.6,24,1027.4,24,1001.8,24,9.7,24,0.5,24,4.1,999.9,57,27, 0.00G,999.9,100000
723240,13882,20130109,50.5,24,46.9,24,1028.2,22,1003,24,7,24,0.8,24,4.1,999.9,   55.9*,  45.0*, 0.00G,999.9,10000
723240,13882,20130110,53.2,24,51.3,24,1028.7,20,1003.8,24,5,24,4.4,24,8,999.9,59,48, 0.10G,999.9,10000
723240,13882,20130111,63.2,24,59.8,24,1020.5,18,995.4,24,7.7,24,7,24,14,22.9,68,50, 0.07G,999.9,10000
723240,13882,20130112,65.8,24,63.8,24,1018.3,14,993.9,24,6.5,24,3.2,24,8.9,999.9,72,62.1, 0.48G,999.9,10000
723240,13882,20130113,65.5,24,60.3,24,1015.7,24,991.1,24,9.6,24,3.7,24,8.9,999.9,72,60.1, 0.12G,999.9,10000
723240,13882,20130114,49.6,24,48,24,1019.8,10,994.9,24,3.6,24,7.3,24,15.9,22,   66.9*,  39.2*, 1.75G,999.9,10000
723240,13882,20130115,41.5,24,40.6,24,1021.1,17,995.3,24,4.5,24,6.9,24,12,999.9,52,39, 2.60G,999.9,10000
723240,13882,20130116,45.9,24,45,24,1016.5,16,991,24,7.7,24,2.2,24,7,999.9,48.9,39.9, 1.13G,999.9,10000
723240,13882,20130117,42.3,24,39.1,24,1015.7,20,989.9,24,9.5,24,11.3,24,24.1,39,48.9,37, 0.11G,999.9,10000
723240,13882,20130118,38.9,24,27.3,24,1030.4,24,1004.9,24,10,24,4.5,24,15,17.1,51.1,28.9, 0.19G,999.9,0
723240,13882,20130119,38.2,24,28.7,24,1029.3,22,1004.1,24,9.1,24,2.5,24,11.1,14,55,26.1, 0.00G,999.9,100000
723240,13882,20130120,44.3,24,32.2,24,1022.7,24,997.5,24,10,24,1.4,24,7,999.9,62.1,27.1, 0.00G,999.9,0
723240,13882,20130121,40.1,24,27.1,24,1021.4,24,996.1,24,10,24,3.4,24,12,999.9,62.1,28.9, 0.00G,999.9,0
723240,13882,20130122,32.3,24,12,24,1026.1,24,1000.5,24,10,24,6.5,24,13,999.9,50,26.1, 0.00G,999.9,0
723240,13882,20130123,37.8,24,14.9,24,1027.3,24,1001.6,24,10,24,3.5,24,11.1,15,53.1,27.1, 0.00G,999.9,0
723240,13882,20130124,42.8,24,25.9,24,1025.1,24,999.7,24,10,24,8,24,13,19,53.1,32, 0.00G,999.9,0
723240,13882,20130125,33.7,24,18.7,24,1026.2,20,1000,24,7.9,24,4.6,24,9.9,15.9,   36.0*,  32.0*, 0.01G,999.9,10000
723240,13882,20130126,39.3,24,33.8,24,1024.8,20,999,24,6.9,24,2.5,24,7,999.9,51.1,30, 0.19G,999.9,110000
723240,13882,20130127,39.7,24,32.7,24,1028.6,24,1003.1,24,9.8,24,3.1,24,8,999.9,52,33.1, 0.00G,999.9,0
723240,13882,20130128,49.7,24,37.4,24,1027.6,24,1002.3,24,9.7,24,6.2,24,11.1,15.9,59,33.1, 0.00G,999.9,0
723240,13882,20130129,51.1,24,47.9,24,1021.9,19,996.7,24,4.5,24,0.7,24,4.1,999.9,61,41, 0.00G,999.9,0
723240,13882,20130130,59.9,24,57,24,1006.9,18,982.2,24,6.7,24,6.2,24,15,24.1,68,41, 0.01G,999.9,10010
723240,13882,20130131,41.9,24,27.4,24,1014.8,24,989.3,24,9.7,24,11.3,24,19,29.9,   50.0*,  36.0*, 2.16G,999.9,10000
723240,13882,20130201,36.3,24,17.9,24,1025.4,23,999.6,24,10,24,8.4,24,19,28,48,25, 0.00G,999.9,0
723240,13882,20130202,29.3,24,19.7,24,1026.8,22,1001,24,9.5,24,2.8,24,7,999.9,46,23, 0.00G,999.9,1000
723240,13882,20130203,39.4,24,30,24,1018.8,20,993.5,20,8.9,24,4.9,24,15,21,54,23.2, 0.03G,999.9,0
723240,13882,20130204,37,24,27.3,24,1019.9,24,994.6,24,10,24,2.7,24,9.9,999.9,54,27, 0.00G,999.9,0
723240,13882,20130205,49.1,24,36.4,24,1015.7,24,990.6,24,10,24,2.3,24,6,999.9,64.9,27.1, 0.02G,999.9,10000
723240,13882,20130206,47.6,24,37.9,24,1019.7,20,994.5,24,6.5,24,0.9,24,5.1,999.9,64.9,34, 0.00I,999.9,100000
723240,13882,20130207,47.5,24,39,24,1019.1,24,994,24,10,24,0.9,24,7,999.9,64.9,34, 0.00G,999.9,10000
723240,13882,20130208,48.7,24,44.2,24,1016.4,19,991.1,24,6.8,24,3.7,24,15.9,22,57,42.1, 0.01G,999.9,10000
723240,13882,20130209,43,24,29.1,24,1025.3,24,999.9,24,10,24,9.2,24,15.9,22.9,57.9,34, 0.08G,999.9,0
723240,13882,20130210,47.8,24,35.5,24,1022.5,24,997.4,24,8.8,24,4.2,24,13,20,57.9,35.1, 0.00G,999.9,10000
723240,13882,20130211,54.5,24,48.3,24,1018.3,18,993.1,24,9.2,24,5.2,24,13,22.9,57.9,42.1, 1.00G,999.9,10000
723240,13882,20130212,47.2,24,34.3,24,1019.4,24,994.3,24,10,24,3.5,24,8.9,999.9,57.9,37.9, 0.01G,999.9,10000
723240,13882,20130213,45.2,24,41.3,24,1010.6,19,985,24,7.6,24,5.2,24,15.9,25.1,53.1,39, 0.08G,999.9,10000
723240,13882,20130214,45,24,33,24,1017.2,23,991.9,24,10,24,4,24,8,999.9,57.9,34, 0.02G,999.9,0
723240,13882,20130215,44.7,24,35.2,24,1018.1,24,993,24,10,24,3.4,24,11.1,15.9,60.1,30.9, 0.00G,999.9,110000
723240,13882,20130216,38.4,24,22.7,24,1018.8,24,993.5,24,10,24,8.8,24,20,24.1,60.1,30.9, 0.00G,999.9,0
723240,13882,20130217,32,24,14.8,24,1023.8,24,998.2,24,10,24,3.5,24,11.1,18.1,46.9,21, 0.00G,999.9,0
723240,13882,20130218,40.2,24,24.4,24,1024.4,24,998.9,24,10,24,3.4,24,13,24.1,61,21.9, 0.00G,999.9,0
723240,13882,20130219,48.8,24,32.1,24,1017.5,20,992.2,24,8.3,24,8.1,24,15,24.1,61,27.1, 0.45G,999.9,10000
723240,13882,20130220,37.6,24,17.4,24,1023.4,24,998,24,10,24,5.2,24,14,999.9,55,27, 0.04G,999.9,0
723240,13882,20130221,39.6,24,18.9,24,1021.5,24,996.1,24,10,24,6,24,8.9,999.9,53.1,27.1, 0.00G,999.9,10000
723240,13882,20130222,45.8,24,42.5,24,1018.2,17,992.9,24,7.1,24,6.2,24,12,20,53.1,32, 1.07G,999.9,10000
723240,13882,20130223,47.8,24,45.4,24,1014.3,15,990,24,5.7,24,2.1,24,8,999.9,55.9,42.1, 0.23G,999.9,10000
723240,13882,20130224,46.7,24,35.3,24,1015.8,24,990.8,24,9.7,24,3.1,24,11.1,999.9,60.1,32, 0.22G,999.9,0
723240,13882,20130225,46,24,29.3,24,1015.5,24,990.4,24,10,24,4.2,24,8.9,999.9,60.1,33.1, 0.00G,999.9,0
723240,13882,20130226,48,24,42.1,24,1004.6,16,979.4,24,8.1,24,7.6,24,19,24.1,57,41, 0.87G,999.9,10000
723240,13882,20130227,45.4,24,34.4,24,1009.4,23,984.4,24,9.8,24,8.4,24,15,22,55.9,39.9, 0.03G,999.9,10000
723240,13882,20130228,41.7,24,28.6,24,1013.2,24,988.2,24,10,24,8.5,24,17.1,24.1,55.9,37.9, 0.00G,999.9,0
723240,13882,20130301,38.5,24,28,24,1016.5,22,991.2,24,10,24,5.3,24,8.9,999.9,42.1,37, 0.00G,999.9,0
723240,13882,20130302,36.6,24,29.3,24,1016.9,21,991.4,24,9.5,24,6.3,24,11.1,18.1,42.1,35.1, 0.00G,999.9,11000
723240,13882,20130303,34.3,24,21.3,24,1019.3,24,993.8,24,9.5,24,9.4,24,18.1,999.9,42.1,30.9, 0.00G,999.9,1000
723240,13882,20130304,37.1,24,22.6,24,1020.4,24,994.9,24,10,24,0.5,24,6,999.9,54,27, 0.00G,999.9,0
723240,13882,20130305,50.8,24,42.4,24,1013.2,21,987.4,24,9.2,24,4.3,24,20,28.9,   60.8*,  41.0*, 0.02G,999.9,110010
723240,13882,20130306,37.5,24,26.2,24,1018.9,22,992.8,24,9,24,13.3,24,19,33,   44.1*,  34.0*, 0.42G,999.9,11000
723240,13882,20130307,39.3,24,27.1,24,1025.7,23,1000.2,24,10,24,9.1,24,14,18.1,51.1,34, 0.00G,999.9,0
723240,13882,20130308,41.4,24,26.6,24,1027.3,24,1001.9,24,10,24,8.8,24,12,18.1,57.9,32, 0.00G,999.9,0
723240,13882,20130309,47.6,24,29.6,24,1025.1,24,999.8,24,10,24,3.4,24,7,999.9,62.1,32, 0.01G,999.9,0
723240,13882,20130310,56.4,24,34.5,24,1020,24,995.1,24,9.4,24,4.6,24,14,22.9,71.1,39, 0.00G,999.9,0
723240,13882,20130311,59.6,24,47.8,24,1012.7,20,987.8,24,8.4,24,9.1,24,15.9,26,71.1,45, 0.00G,999.9,10000
723240,13882,20130312,46.8,24,33.7,24,1016,21,990.6,24,10,24,8.7,24,12,999.9,   59.0*,  39.2*, 0.88G,999.9,0
723240,13882,20130313,43.3,24,28.5,24,1021.9,24,996.6,24,10,24,5.8,24,15,22,60.1,33.1, 0.00G,999.9,0
723240,13882,20130314,38.5,24,18.2,24,1028.1,24,1002.5,24,10,24,7.6,24,13,20,55,28.9, 0.00G,999.9,0
723240,13882,20130315,49.9,24,36.9,24,1021.1,24,996,24,9.2,24,3.6,24,12,20,75,29.1, 0.01G,999.9,110000
723240,13882,20130316,67.2,24,43.4,24,1012.7,24,988.2,24,10,24,10.6,24,17.1,24.1,   77.0*,  57.9*, 0.01G,999.9,0
723240,13882,20130317,65.2,24,47.4,24,1012.8,24,988.3,24,10,24,6.4,24,12,999.9,77,55.9, 0.00G,999.9,0
723240,13882,20130318,58.9,24,52.8,24,1011.1,20,986.5,24,8.4,24,5.9,24,21,36.9,73,53.1, 0.00G,999.9,110010
723240,13882,20130319,52.3,24,38.6,24,1016.8,22,991.2,24,8.9,24,5.1,24,14,22,63,37.9, 0.75G,999.9,100000
723240,13882,20130320,49.2,24,18.1,24,1019.1,24,994,24,10,24,6.8,24,15.9,22,63,37.9, 0.00G,999.9,0
723240,13882,20130321,38.1,24,16.7,24,1016.2,24,991,24,10,24,9.7,24,17.1,22,57.9,26.1, 0.00G,999.9,0
723240,13882,20130322,39.5,24,18.9,24,1016.9,24,991.6,24,10,24,3.8,24,9.9,999.9,46.9,26.2, 0.00G,999.9,0
723240,13882,20130323,45.3,24,36.7,24,1015.2,24,990.1,24,8.2,24,4.4,24,8,999.9,54,35.1, 0.20G,999.9,10000
723240,13882,20130324,51.5,24,48.2,24,1003.4,16,979.2,24,5.9,24,5.6,24,21,28.9,60.1,39, 1.29G,999.9,10000
723240,13882,20130325,39.5,24,25.9,24,1009.8,24,984.8,24,9.3,24,12.5,24,22,35,60.1,35.1, 0.12G,999.9,1000
723240,13882,20130326,36.3,24,26.4,24,1021.6,21,995.8,24,8.7,24,9,24,14,19,41,33.1, 0.00G,999.9,1000
723240,13882,20130327,40,24,25,24,1027.1,24,1001.6,24,10,24,5.3,24,8.9,999.9,54,28, 0.00G,999.9,0
723240,13882,20130328,44.2,24,28.4,24,1026.7,24,1001.4,24,10,24,2.5,24,14,22,63,28.2, 0.00G,999.9,0
723240,13882,20130329,46.7,24,33.7,24,1026.3,24,1001,24,10,24,3.2,24,11.1,999.9,63,30.2, 0.01G,999.9,0
723240,13882,20130330,50.7,24,43.6,24,1022,20,996.8,24,8.5,24,5.3,24,8.9,999.9,64.9,35.1, 0.01G,999.9,10000
723240,13882,20130331,58.3,24,55.6,24,1014,13,989.3,24,6.6,24,3.6,24,9.9,15.9,64.9,45, 0.67G,999.9,10000
723240,13882,20130401,57.2,24,48.5,24,1014.4,22,989.5,24,6.8,24,4,24,12,20,69.1,43, 0.35G,999.9,110000
723240,13882,20130402,51.3,24,29,24,1020.9,24,995.9,24,10,24,7,24,12,999.9,69.1,41, 0.00G,999.9,0
723240,13882,20130403,51.2,24,23.3,24,1022.6,24,997.5,24,10,24,8.6,24,13,14,60.1,41, 0.00G,999.9,0
723240,13882,20130404,46.9,24,39.1,24,1019.9,16,994.4,24,5.4,24,4.6,24,8.9,999.9,57.9,42.1, 0.51G,999.9,10000
723240,13882,20130405,51.6,24,41.7,24,1016.8,22,991.7,24,8.9,24,5.7,24,11.1,15.9,68,43, 0.79G,999.9,10000
723240,13882,20130406,55.7,24,39.8,24,1019.8,24,994.9,24,10,24,2.9,24,9.9,15,73,39, 0.02G,999.9,0
723240,13882,20130407,61.7,24,42.9,24,1019,24,994.3,24,10,24,4.5,24,11.1,17.1,75.9,39, 0.01G,999.9,0
723240,13882,20130408,65.3,24,51.2,24,1017.5,24,993,24,10,24,4.6,24,13,20,77,46, 0.00G,999.9,0
723240,13882,20130409,66.7,24,53.6,24,1018.8,24,994.2,24,10,24,3.1,24,12,18.1,82,51.1, 0.00G,999.9,0
723240,13882,20130410,70.1,24,54.6,24,1017.1,24,992.6,24,10,24,3.2,24,9.9,17.1,84,51.1, 0.00G,999.9,0
723240,13882,20130411,71.9,24,58.1,24,1010.1,23,985.6,24,10,24,5.8,24,26,42,84,55.9, 0.00G,999.9,110010
723240,13882,20130412,61.3,24,49.9,24,1009.8,17,983.8,24,8.8,24,8.5,24,15.9,20,81,51.1, 1.27G,999.9,10010
723240,13882,20130413,59.3,24,44.9,24,1015.7,24,990.9,24,10,24,1.9,24,7,999.9,77,45, 0.01G,999.9,0
723240,13882,20130414,57.1,24,48.6,24,1015.9,24,991.2,24,10,24,1.8,24,7,999.9,77,45, 0.00G,999.9,10000
723240,13882,20130415,62.9,24,59.7,24,1015.2,19,990.5,24,7.7,24,2.5,24,8,999.9,78.1,48.9, 0.05G,999.9,10000
723240,13882,20130416,69.7,24,62.9,23,1020.2,24,995.8,24,9.9,24,5.1,24,9.9,999.9,80.1,55.9, 0.00G,999.9,10000
723240,13882,20130417,71.1,24,62.9,20,1020.9,21,996.2,24,9.6,24,3.8,24,18.1,26,84.9,62.1, 0.09G,999.9,110010
723240,13882,20130418,69,24,59.2,24,1015.8,23,991.7,24,10,24,4.8,24,15,21,84.9,57.9, 1.78G,999.9,110010
723240,13882,20130419,64,24,52.3,24,1010.8,22,985.8,24,9.3,24,10.5,24,17.1,25.1,82,50, 1.01G,999.9,10010
723240,13882,20130420,50.5,24,31.7,24,1021.6,24,996.6,24,10,24,5.5,24,13,19,73.9,37, 0.16G,999.9,0
723240,13882,20130421,55.8,24,34.5,24,1025.7,24,1000.6,24,10,24,4.3,24,8.9,999.9,70,37, 0.00G,999.9,0
723240,13882,20130422,58.8,24,40.7,24,1024.6,24,999.7,24,10,24,2.3,24,7,999.9,73,43, 0.00G,999.9,0
723240,13882,20130423,61.6,24,43.5,24,1021,24,996.2,24,10,24,4.3,24,8.9,14,75,44.1, 0.00G,999.9,0
723240,13882,20130424,64,24,52.9,24,1017.5,23,993,24,9.7,24,6.4,24,13,24.1,75,48, 0.00G,999.9,10000
723240,13882,20130425,53.9,24,36.2,24,1025.2,23,1000.1,24,10,24,7.4,24,12,14,71.1,41, 0.06G,999.9,0
723240,13882,20130426,57.9,24,36.4,24,1027.5,24,1002.4,24,10,24,3.9,24,8.9,999.9,75.9,41, 0.00G,999.9,0
723240,13882,20130427,56.2,24,51.5,24,1025,17,1000.5,24,7.2,24,4.1,24,11.1,999.9,75.9,42.1, 1.42G,999.9,110010
723240,13882,20130428,58.6,24,55.4,24,1017.5,14,992.9,24,6.6,24,4.6,24,13,22,62.1,53.1, 0.64G,999.9,10010
723240,13882,20130429,62.9,24,54.8,24,1015.3,22,990.9,24,8.7,24,1.5,24,5.1,999.9,73,57, 1.30G,999.9,0
723240,13882,20130430,64.3,24,53.7,24,1015.7,22,991.2,24,8.1,24,1.9,24,9.9,999.9,79,53.1, 0.00G,999.9,100000
723240,13882,20130501,67,24,56.6,24,1019.1,24,994.7,24,10,24,1.2,24,7,999.9,79,53.1, 0.00G,999.9,0
723240,13882,20130502,66.8,24,54.1,24,1020.6,24,996,24,10,24,4.2,24,9.9,15,77,54, 0.00G,999.9,0
723240,13882,20130503,64.6,24,54.6,24,1017.6,24,993.1,24,10,24,4.8,24,18.1,24.1,77,54, 0.00G,999.9,10000
723240,13882,20130504,57.8,24,51.8,24,1013.2,22,988.6,24,5.7,24,4.2,24,12,25.1,70,53.1, 0.29G,999.9,10000
723240,13882,20130505,53.4,24,48.2,24,1010.8,14,986,24,6.5,24,3.2,24,15,27,   66.0*,  48.0*, 3.70G,999.9,110010
723240,13882,20130506,52.1,24,48,24,1010.1,15,985.4,24,7.9,24,3.2,24,11.1,19,66,46.9, 0.54G,999.9,110000
723240,13882,20130507,58.5,24,49.3,24,1013.4,21,988.6,24,9.9,24,1.9,24,9.9,999.9,73.9,46.9, 0.09G,999.9,10000
723240,13882,20130508,64.2,24,53.1,24,1015.8,24,991.2,24,10,24,2.2,24,8,999.9,78.1,50, 0.00G,999.9,0
723240,13882,20130509,68.9,24,55.6,24,1017.9,24,993.4,24,10,24,2.4,24,8.9,14,82.9,51.1, 0.00G,999.9,100000
723240,13882,20130510,68.8,24,57.4,24,1016.5,24,992.1,24,9.9,24,3.9,24,11.1,15.9,82.9,55, 0.00G,999.9,0
723240,13882,20130511,68.8,24,59.9,24,1013.6,24,989.2,24,9.6,24,4.1,24,8.9,999.9,75.9,59, 0.00G,999.9,10000
723240,13882,20130512,61.5,24,40.9,24,1017.5,24,992.8,24,10,24,7.1,24,14,18.1,75.9,53.1, 0.04G,999.9,0
723240,13882,20130513,57,24,34.7,24,1022.1,24,997.1,24,10,24,4.4,24,15,18.1,71.1,43, 0.00G,999.9,0
723240,13882,20130514,61.8,24,44.8,24,1022,24,997.2,24,10,24,3.7,24,11.1,20,82.9,43, 0.00G,999.9,0
723240,13882,20130515,73.8,24,54.5,24,1018.8,24,994.4,24,10,24,4.1,24,13,15.9,88,46, 0.00G,999.9,0
